community_id,protein_id,confidence_label,has_topology,has_semantic,has_go,any_nonzero,multi_channel
2,YOR290C,inner,True,True,True,True,True
2,YOR304W,inner,True,True,True,True,True
2,YPL016W,inner,True,True,True,True,True
2,YPL082C,inner,True,True,True,True,True
2,YPL129W,inner,True,True,True,True,True
2,YPR034W,core,True,True,True,True,True
4,YBR072W,inner,True,True,True,True,True
4,YEL022W,inner,True,True,True,True,True
4,YJR077C,core,True,True,True,True,True
4,YKL182W,inner,True,True,True,True,True
4,YML016C,core,True,True,True,True,True
4,YPR184W,core,True,True,True,True,True
5,YAL043C,core,True,True,True,True,True
5,YAR014C,inner,True,True,True,True,True
5,YDR195W,core,True,True,True,True,True
5,YDR228C,inner,True,True,True,True,True
5,YDR301W,core,True,True,True,True,True
5,YER070W,inner,True,True,True,True,True
5,YER133W,core,True,True,True,True,True
5,YGL044C,inner,True,True,True,True,True
5,YGR156W,core,True,True,True,True,True
5,YJR093C,core,True,True,True,True,True
5,YKL018W,core,True,True,True,True,True
5,YKL059C,core,True,True,True,True,True
5,YKL193C,inner,True,True,True,True,True
5,YKR002W,core,True,True,True,True,True
5,YLR028C,inner,True,True,True,True,True
5,YLR115W,core,True,True,True,True,True
5,YLR258W,inner,True,True,True,True,True
5,YLR277C,core,True,True,True,True,True
5,YLR448W,inner,True,True,True,True,True
5,YMR061W,core,True,True,True,True,True
5,YMR311C,inner,True,True,True,True,True
5,YNL222W,inner,True,True,True,True,True
5,YNL317W,core,True,True,True,True,True
5,YOR179C,inner,True,True,True,True,True
5,YPR107C,core,True,True,True,True,True
6,YBL075C,inner,True,True,True,True,True
6,YBR279W,inner,True,True,True,True,True
6,YER103W,inner,True,True,True,True,True
6,YER164W,core,True,True,True,True,True
6,YGL019W,core,True,True,True,True,True
6,YGL207W,core,True,True,True,True,True
6,YGL244W,inner,True,True,True,True,True
6,YIL035C,core,True,True,True,True,True
6,YKL064W,inner,True,True,True,True,True
6,YKL088W,core,True,True,True,True,True
6,YLR223C,inner,True,True,True,True,True
6,YLR407W,inner,True,True,True,True,True
6,YLR418C,core,True,True,True,True,True
6,YML069W,core,True,True,True,True,True
6,YMR172W,inner,True,True,True,True,True
6,YOL145C,core,True,True,True,True,True
6,YOR039W,core,True,True,True,True,True
6,YOR061W,core,True,True,True,True,True
6,YOR123C,inner,True,True,True,True,True
7,YER107C,core,True,True,True,True,True
7,YFR002W,core,True,True,True,True,True
7,YGL172W,core,True,True,True,True,True
7,YGR119C,core,True,True,True,True,True
7,YIL115C,core,True,True,True,True,True
7,YJL039C,inner,True,True,True,True,True
7,YJL041W,core,True,True,True,True,True
7,YJL061W,core,True,True,True,True,True
7,YML103C,inner,False,True,True,True,True
7,YMR047C,core,True,True,True,True,True
8,YBL075C,core,True,True,True,True,True
8,YJL155C,core,True,True,True,True,True
8,YLR345W,core,True,True,True,True,True
9,YAL032C,inner,True,True,True,True,True
9,YBL026W,inner,True,True,True,True,True
9,YBL074C,inner,True,True,True,True,True
9,YBL104C,inner,True,True,True,True,True
9,YBR055C,inner,True,True,True,True,True
9,YBR065C,inner,True,True,True,True,True
9,YBR119W,inner,True,True,True,True,True
9,YBR152W,inner,True,True,True,True,True
9,YCR063W,inner,True,True,True,True,True
9,YCR077C,inner,True,True,True,True,True
9,YDL030W,inner,True,True,True,True,True
9,YDL043C,inner,True,True,True,True,True
9,YDL087C,inner,True,True,True,True,True
9,YDL098C,inner,True,True,True,True,True
9,YDL160C,inner,True,True,True,True,True
9,YDL209C,inner,True,True,True,True,True
9,YDR037W,inner,True,True,True,True,True
9,YDR235W,inner,True,True,True,True,True
9,YDR240C,inner,True,True,True,True,True
9,YDR364C,inner,True,True,True,True,True
9,YDR378C,inner,True,True,True,True,True
9,YDR416W,inner,True,True,True,True,True
9,YDR473C,inner,True,True,True,True,True
9,YER013W,inner,True,True,True,True,True
9,YER029C,core,True,True,True,True,True
9,YER112W,inner,True,True,True,True,True
9,YER146W,inner,True,True,True,True,True
9,YER172C,core,True,True,True,True,True
9,YGL049C,inner,True,True,True,True,True
9,YGL120C,inner,True,True,True,True,True
9,YGL128C,inner,True,True,True,True,True
9,YGL173C,inner,True,True,True,True,True
9,YGR013W,inner,True,True,True,True,True
9,YGR074W,inner,True,True,True,True,True
9,YGR075C,inner,True,True,True,True,True
9,YGR091W,inner,True,True,True,True,True
9,YGR162W,inner,True,True,True,True,True
9,YGR278W,inner,True,True,True,True,True
9,YGR280C,inner,True,True,True,True,True
9,YHL034C,inner,True,True,True,True,True
9,YHR086W,inner,True,True,True,True,True
9,YHR156C,inner,True,True,True,True,True
9,YHR165C,core,True,True,True,True,True
9,YIL061C,inner,True,True,True,True,True
9,YIR009W,inner,True,True,True,True,True
9,YJL124C,inner,True,True,True,True,True
9,YJL190C,inner,True,True,True,True,True
9,YJL203W,inner,True,True,True,True,True
9,YJR022W,inner,True,True,True,True,True
9,YJR050W,inner,True,True,True,True,True
9,YJR084W,inner,True,True,True,True,True
9,YKL012W,inner,True,True,True,True,True
9,YKL095W,inner,True,True,True,True,True
9,YKL173W,core,True,True,True,True,True
9,YKR022C,inner,True,True,True,True,True
9,YLL036C,inner,True,True,True,True,True
9,YLR117C,inner,True,True,True,True,True
9,YLR147C,inner,True,True,True,True,True
9,YLR175W,inner,True,True,True,True,True
9,YLR275W,inner,True,True,True,True,True
9,YLR298C,inner,True,True,True,True,True
9,YLR424W,inner,True,True,True,True,True
9,YLR438C,outer,True,False,False,True,False
9,YML046W,inner,True,True,True,True,True
9,YML049C,inner,True,True,True,True,True
9,YMR125W,inner,True,True,True,True,True
9,YMR213W,inner,True,True,True,True,True
9,YMR230W,inner,True,True,True,True,True
9,YMR240C,inner,True,True,True,True,True
9,YMR268C,inner,True,True,True,True,True
9,YMR288W,inner,True,True,True,True,True
9,YNL118C,inner,True,True,True,True,True
9,YNL147W,inner,True,True,True,True,True
9,YNL256W,inner,True,True,True,True,True
9,YNL286W,inner,True,True,True,True,True
9,YOL139C,inner,True,True,True,True,True
9,YOR276W,inner,True,True,True,True,True
9,YOR308C,inner,True,True,True,True,True
9,YOR319W,inner,True,True,True,True,True
9,YPL151C,inner,True,True,True,True,True
9,YPL178W,inner,True,True,True,True,True
9,YPL213W,inner,True,True,True,True,True
9,YPR057W,inner,True,True,True,True,True
9,YPR082C,inner,True,True,True,True,True
9,YPR101W,inner,True,True,True,True,True
9,YPR152C,inner,False,True,True,True,True
9,YPR161C,inner,True,True,True,True,True
9,YPR178W,inner,True,True,True,True,True
9,YPR182W,inner,True,True,True,True,True
11,YDL083C,inner,True,True,True,True,True
11,YDL136W,inner,True,True,True,True,True
11,YDR382W,inner,True,True,True,True,True
11,YDR450W,inner,True,True,True,True,True
11,YDR460W,core,True,True,True,True,True
11,YGR034W,core,True,True,True,True,True
11,YGR281W,inner,True,True,True,True,True
11,YLR075W,inner,True,True,True,True,True
11,YLR270W,inner,True,True,True,True,True
11,YMR143W,inner,True,True,True,True,True
11,YOR173W,core,True,True,True,True,True
11,YOR234C,core,True,True,True,True,True
11,YPR025C,inner,True,True,True,True,True
13,YBL035C,core,True,True,True,True,True
13,YBR181C,core,True,True,True,True,True
13,YDR292C,core,True,True,True,True,True
13,YIR008C,core,True,True,True,True,True
13,YKL045W,core,True,True,True,True,True
13,YKL154W,inner,True,True,True,True,True
13,YNL102W,core,True,True,True,True,True
13,YOR217W,inner,True,True,True,True,True
15,YAR002W,core,True,True,True,True,True
15,YDR257C,inner,True,True,True,True,True
15,YLL021W,inner,True,True,True,True,True
15,YLR347C,core,True,True,True,True,True
15,YMR308C,core,True,True,True,True,True
15,YMR310C,inner,True,True,True,True,True
15,YNL189W,core,True,True,True,True,True
15,YNL224C,core,True,True,True,True,True
15,YOR098C,core,True,True,True,True,True
15,YPL020C,core,True,True,True,True,True
16,YAL036C,core,True,True,True,True,True
16,YHL015W,core,True,True,True,True,True
17,YJR041C,core,True,True,True,True,True
17,YKL014C,inner,True,True,True,True,True
17,YLR221C,core,True,True,True,True,True
17,YNL104C,core,True,True,True,True,True
17,YNR038W,inner,True,True,True,True,True
17,YOL058W,core,True,True,True,True,True
17,YOL144W,core,True,True,True,True,True
17,YOR108W,core,True,True,True,True,True
19,YBL087C,inner,True,True,True,True,True
19,YBR142W,inner,True,True,True,True,True
19,YBR153W,inner,True,True,True,True,True
19,YCL054W,inner,True,True,True,True,True
19,YCR072C,inner,True,True,True,True,True
19,YDL031W,inner,True,True,True,True,True
19,YDL075W,inner,True,True,True,True,True
19,YDL082W,inner,True,True,True,True,True
19,YDR060W,inner,True,True,True,True,True
19,YDR087C,inner,True,True,True,True,True
19,YDR101C,inner,True,True,True,True,True
19,YDR496C,core,True,True,True,True,True
19,YEL054C,inner,True,True,True,True,True
19,YER006W,core,True,True,True,True,True
19,YER126C,inner,True,True,True,True,True
19,YFL002C,inner,True,True,True,True,True
19,YFR001W,inner,True,True,True,True,True
19,YGL029W,inner,True,True,True,True,True
19,YGL030W,inner,True,True,True,True,True
19,YGL076C,inner,True,True,True,True,True
19,YGL099W,inner,True,True,True,True,True
19,YGL103W,inner,True,True,True,True,True
19,YGL111W,inner,True,True,True,True,True
19,YGR085C,inner,True,True,True,True,True
19,YGR103W,core,True,True,True,True,True
19,YGR245C,inner,True,True,True,True,True
19,YHR010W,inner,True,True,True,True,True
19,YHR052W,core,True,True,True,True,True
19,YHR085W,inner,True,True,True,True,True
19,YHR088W,inner,True,True,True,True,True
19,YHR197W,inner,True,True,True,True,True
19,YIL133C,inner,True,True,True,True,True
19,YKL009W,inner,True,True,True,True,True
19,YKL014C,inner,True,True,True,True,True
19,YKL021C,inner,True,True,True,True,True
19,YKL172W,inner,True,True,True,True,True
19,YKR081C,core,True,True,True,True,True
19,YLL008W,inner,True,True,True,True,True
19,YLL034C,inner,True,True,True,True,True
19,YLL045C,inner,True,True,True,True,True
19,YLR002C,inner,True,True,True,True,True
19,YLR029C,inner,True,True,True,True,True
19,YLR074C,inner,True,True,True,True,True
19,YLR106C,inner,True,True,True,True,True
19,YLR196W,inner,True,True,True,True,True
19,YLR276C,inner,True,True,True,True,True
19,YLR406C,inner,True,True,True,True,True
19,YLR449W,inner,True,True,True,True,True
19,YMR049C,inner,True,True,True,True,True
19,YMR121C,inner,True,True,True,True,True
19,YMR242C,inner,True,True,True,True,True
19,YMR290C,inner,True,True,True,True,True
19,YNL002C,inner,True,True,True,True,True
19,YNL061W,core,True,True,True,True,True
19,YNL110C,core,True,True,True,True,True
19,YNL175C,inner,True,True,True,True,True
19,YNL182C,inner,True,True,True,True,True
19,YNR053C,inner,True,True,True,True,True
19,YOL077C,core,True,True,True,True,True
19,YOL127W,inner,True,True,True,True,True
19,YOR063W,inner,True,True,True,True,True
19,YOR206W,core,True,True,True,True,True
19,YOR252W,inner,True,True,True,True,True
19,YOR272W,core,True,True,True,True,True
19,YPL012W,inner,True,True,True,True,True
19,YPL043W,core,True,True,True,True,True
19,YPL093W,core,True,True,True,True,True
19,YPL131W,inner,True,True,True,True,True
19,YPL143W,inner,True,True,True,True,True
19,YPL211W,inner,True,True,True,True,True
19,YPR016C,core,True,True,True,True,True
19,YPR102C,inner,True,True,True,True,True
20,YBR101C,core,True,True,True,True,True
20,YML026C,core,True,True,True,True,True
21,YOR294W,inner,True,True,True,True,True
21,YPR043W,inner,True,True,True,True,True
22,YDL195W,core,True,True,True,True,True
22,YGR116W,inner,True,True,True,True,True
22,YHR098C,inner,True,True,True,True,True
22,YIL109C,core,True,True,True,True,True
22,YLR208W,core,True,True,True,True,True
22,YNL049C,core,True,True,True,True,True
22,YPL085W,core,True,True,True,True,True
22,YPR181C,core,True,True,True,True,True
23,YBL027W,inner,False,True,True,True,True
23,YBR181C,inner,True,True,True,True,True
23,YDL082W,inner,False,True,True,True,True
23,YDL083C,inner,True,True,True,True,True
23,YGL031C,inner,True,True,True,True,True
23,YGL147C,inner,False,True,True,True,True
23,YGR214W,inner,True,True,True,True,True
23,YHR203C,inner,False,True,True,True,True
23,YIL018W,inner,False,True,True,True,True
23,YKR057W,inner,False,True,True,True,True
23,YLR048W,inner,False,True,True,True,True
23,YLR441C,inner,False,True,True,True,True
23,YML063W,inner,False,True,True,True,True
25,YDR447C,inner,False,True,True,True,True
25,YGR081C,core,True,True,True,True,True
25,YIL069C,inner,True,True,True,True,True
25,YJR145C,inner,True,True,True,True,True
26,YBL004W,inner,True,True,True,True,True
26,YBL072C,inner,True,True,True,True,True
26,YBR048W,inner,True,True,True,True,True
26,YBR189W,inner,True,True,True,True,True
26,YBR247C,core,True,True,True,True,True
26,YCL031C,inner,True,True,True,True,True
26,YCL059C,core,True,True,True,True,True
26,YCR057C,core,True,True,True,True,True
26,YDL014W,inner,True,True,True,True,True
26,YDL148C,core,True,True,True,True,True
26,YDL166C,inner,True,True,True,True,True
26,YDL213C,inner,True,True,True,True,True
26,YDR064W,inner,True,True,True,True,True
26,YDR299W,core,True,True,True,True,True
26,YDR324C,inner,True,True,True,True,True
26,YDR365C,inner,True,True,True,True,True
26,YDR449C,core,True,True,True,True,True
26,YER074W,inner,True,True,True,True,True
26,YER082C,core,True,True,True,True,True
26,YGL171W,inner,True,True,True,True,True
26,YGR090W,core,True,True,True,True,True
26,YGR128C,inner,True,True,True,True,True
26,YGR145W,inner,True,True,True,True,True
26,YHR089C,inner,True,True,True,True,True
26,YHR148W,inner,True,True,True,True,True
26,YHR169W,inner,True,True,True,True,True
26,YHR196W,core,True,True,True,True,True
26,YJL033W,inner,True,True,True,True,True
26,YJL069C,inner,True,True,True,True,True
26,YJL109C,core,True,True,True,True,True
26,YJR002W,inner,True,True,True,True,True
26,YKR060W,inner,True,True,True,True,True
26,YLL011W,inner,True,True,True,True,True
26,YLR003C,inner,True,True,True,True,True
26,YLR129W,inner,True,True,True,True,True
26,YLR186W,inner,True,True,True,True,True
26,YLR197W,inner,True,True,True,True,True
26,YLR222C,inner,True,True,True,True,True
26,YLR409C,inner,True,True,True,True,True
26,YML130C,inner,True,True,True,True,True
26,YMR093W,inner,True,True,True,True,True
26,YMR128W,inner,True,True,True,True,True
26,YMR143W,inner,True,True,True,True,True
26,YMR194W,inner,True,True,True,True,True
26,YMR229C,inner,True,True,True,True,True
26,YNL075W,inner,True,True,True,True,True
26,YNL132W,inner,True,True,True,True,True
26,YNL255C,inner,True,True,True,True,True
26,YNL308C,inner,True,True,True,True,True
26,YNR043W,inner,True,True,True,True,True
26,YOL010W,inner,True,True,True,True,True
26,YOR056C,inner,True,True,True,True,True
26,YOR078W,core,True,True,True,True,True
26,YOR096W,inner,True,True,True,True,True
26,YOR145C,inner,True,True,True,True,True
26,YOR310C,core,True,True,True,True,True
26,YPL070W,inner,True,True,True,True,True
26,YPL126W,inner,True,True,True,True,True
26,YPL217C,inner,True,True,True,True,True
26,YPL266W,inner,True,True,True,True,True
26,YPR112C,inner,True,True,True,True,True
26,YPR137W,core,True,True,True,True,True
26,YPR144C,core,True,True,True,True,True
27,YGL213C,core,True,True,True,True,True
27,YLR398C,core,True,True,True,True,True
28,YDL060W,core,True,True,True,True,True
28,YDR025W,inner,True,True,True,True,True
28,YDR283C,core,True,True,True,True,True
28,YGR054W,core,True,True,True,True,True
28,YKL143W,core,True,True,True,True,True
28,YKR057W,core,True,True,True,True,True
28,YML091C,core,True,True,True,True,True
28,YMR110C,inner,True,True,True,True,True
28,YNL207W,core,True,True,True,True,True
28,YOR056C,core,True,True,True,True,True
28,YPL204W,core,True,True,True,True,True
29,YDL051W,core,True,True,True,True,True
29,YDL092W,core,True,True,True,True,True
29,YER155C,inner,True,True,True,True,True
29,YKL122C,core,True,True,True,True,True
29,YLR452C,core,True,True,True,True,True
29,YML105C,core,True,True,True,True,True
29,YOR374W,inner,True,True,True,True,True
29,YPL210C,core,True,True,True,True,True
29,YPL243W,core,True,True,True,True,True
29,YPR088C,core,True,True,True,True,True
31,YCL011C,inner,True,True,True,True,True
31,YDL084W,core,True,True,True,True,True
31,YDR138W,core,True,True,True,True,True
31,YDR381W,core,True,True,True,True,True
31,YHR167W,core,True,True,True,True,True
31,YJR121W,inner,True,True,True,True,True
31,YML034W,inner,True,True,True,True,True
31,YML062C,core,True,True,True,True,True
31,YNL004W,core,True,True,True,True,True
31,YNL139C,core,True,True,True,True,True
31,YNL251C,inner,True,True,True,True,True
31,YNL253W,core,True,True,True,True,True
31,YOR211C,inner,True,True,True,True,True
32,YAL035W,inner,True,True,True,True,True
32,YBL024W,inner,True,True,True,True,True
32,YBR079C,core,True,True,True,True,True
32,YBR086C,inner,True,True,True,True,True
32,YDL149W,inner,True,True,True,True,True
32,YDR091C,core,True,True,True,True,True
32,YDR137W,inner,True,True,True,True,True
32,YDR429C,core,True,True,True,True,True
32,YER102W,inner,True,True,True,True,True
32,YGR054W,inner,True,True,True,True,True
32,YLR039C,inner,True,True,True,True,True
32,YLR192C,core,True,True,True,True,True
32,YLR264W,inner,True,True,True,True,True
32,YLR359W,inner,True,True,True,True,True
32,YMR146C,core,True,True,True,True,True
32,YMR309C,core,True,True,True,True,True
32,YNL096C,core,True,True,True,True,True
32,YNL244C,core,True,True,True,True,True
32,YOR293W,inner,True,True,True,True,True
32,YOR361C,core,True,True,True,True,True
32,YPL081W,inner,True,True,True,True,True
32,YPR041W,core,True,True,True,True,True
32,YPR086W,inner,True,True,True,True,True
33,YBL002W,inner,True,True,True,True,True
33,YBR278W,core,True,True,True,True,True
33,YDR121W,core,True,True,True,True,True
33,YJL065C,inner,True,True,True,True,True
33,YNL262W,core,True,True,True,True,True
33,YPR175W,core,True,True,True,True,True
34,YBL038W,core,True,True,True,True,True
34,YBR122C,core,True,True,True,True,True
34,YBR282W,core,True,True,True,True,True
34,YCL014W,core,True,True,True,True,True
34,YCR030C,inner,True,True,True,True,True
34,YCR046C,core,True,True,True,True,True
34,YCR071C,core,True,True,True,True,True
34,YDR116C,core,True,True,True,True,True
34,YDR164C,inner,True,True,True,True,True
34,YDR237W,core,True,True,True,True,True
34,YDR296W,core,True,True,True,True,True
34,YDR322W,core,True,True,True,True,True
34,YDR405W,core,True,True,True,True,True
34,YDR462W,core,True,True,True,True,True
34,YGL043W,inner,True,True,True,True,True
34,YGR220C,core,True,True,True,True,True
34,YHR147C,core,True,True,True,True,True
34,YIL104C,inner,True,True,True,True,True
34,YJL005W,inner,True,True,True,True,True
34,YJL063C,core,True,True,True,True,True
34,YKL167C,core,True,True,True,True,True
34,YKR006C,core,True,True,True,True,True
34,YKR085C,core,True,True,True,True,True
34,YLR189C,core,True,True,True,True,True
34,YLR312W,inner,True,False,False,True,False
34,YLR371W,inner,True,True,True,True,True
34,YLR439W,core,True,True,True,True,True
34,YML009C,core,True,True,True,True,True
34,YML025C,core,True,True,True,True,True
34,YMR024W,core,True,True,True,True,True
34,YMR064W,core,True,True,True,True,True
34,YMR098C,core,True,True,True,True,True
34,YMR193W,core,True,True,True,True,True
34,YMR225C,core,True,True,True,True,True
34,YNL005C,core,True,True,True,True,True
34,YNL177C,core,True,True,True,True,True
34,YNL185C,inner,True,True,True,True,True
34,YNL252C,core,True,True,True,True,True
34,YNL284C,core,True,True,True,True,True
34,YOR150W,core,True,True,True,True,True
34,YOR201C,core,True,True,True,True,True
34,YPL183W,inner,True,True,False,True,True
34,YPR100W,core,True,True,True,True,True
35,YAL042W,inner,True,True,True,True,True
35,YBR229C,core,True,True,True,True,True
35,YDL145C,core,True,True,True,True,True
35,YDR221W,inner,True,True,True,True,True
35,YDR238C,core,True,True,True,True,True
35,YER122C,inner,True,True,True,True,True
35,YFR051C,core,True,True,True,True,True
35,YGL137W,core,True,True,True,True,True
35,YIL076W,core,True,True,True,True,True
35,YKR067W,inner,True,True,True,True,True
35,YML067C,core,True,True,True,True,True
35,YNL287W,core,True,True,True,True,True
35,YPL010W,core,True,True,True,True,True
36,YBR011C,core,True,True,True,True,True
36,YDL203C,core,True,True,True,True,True
36,YIL018W,inner,True,True,True,True,True
36,YIL161W,inner,True,True,True,True,True
36,YLR371W,core,True,True,True,True,True
36,YLR425W,core,True,True,True,True,True
36,YNL023C,inner,True,True,True,True,True
36,YPL066W,core,True,True,True,True,True
37,YBL047C,core,True,True,True,True,True
37,YDR348C,core,True,True,True,True,True
37,YOL016C,core,True,True,True,True,True
38,YGR233C,core,True,True,True,True,True
38,YIL050W,inner,True,True,True,True,True
38,YNL138W,core,True,True,True,True,True
38,YOL001W,core,True,True,True,True,True
38,YPL031C,core,True,True,True,True,True
38,YPL219W,core,True,True,True,True,True
39,YBR267W,core,True,True,True,True,True
39,YHR170W,core,True,True,True,True,True
39,YKL180W,inner,True,True,True,True,True
39,YNL227C,core,True,True,True,True,True
39,YOR312C,inner,True,True,True,True,True
40,YCR009C,core,True,True,True,True,True
40,YDL044C,core,True,True,True,True,True
40,YDR388W,core,True,True,True,True,True
40,YLR139C,core,True,True,True,True,True
40,YMR083W,core,True,True,True,True,True
40,YPL249C,core,True,True,True,True,True
41,YER036C,core,True,True,True,True,True
41,YHL033C,core,True,True,True,True,True
41,YML073C,core,True,True,True,True,True
45,YBL003C,inner,True,True,True,True,True
45,YBR009C,core,True,True,True,True,True
45,YBR272C,inner,True,True,True,True,True
45,YDL070W,core,True,True,True,True,True
45,YDR224C,inner,True,True,True,True,True
45,YDR300C,core,True,True,True,True,True
45,YEL056W,core,True,True,True,True,True
45,YFR006W,core,True,True,True,True,True
45,YJR132W,inner,True,True,True,True,True
45,YLL022C,core,True,True,True,True,True
45,YLR325C,inner,True,True,True,True,True
45,YMR176W,core,True,True,True,True,True
45,YNL001W,inner,True,True,True,True,True
45,YNL030W,core,True,True,True,True,True
45,YOL054W,core,True,True,True,True,True
45,YOR303W,inner,True,True,True,True,True
45,YPL001W,core,True,True,True,True,True
45,YPL058C,inner,True,True,True,True,True
46,YAR007C,core,True,True,True,True,True
46,YBR114W,core,True,True,True,True,True
46,YBR136W,core,True,True,True,True,True
46,YCR028C,inner,True,True,True,True,True
46,YCR092C,core,True,True,True,True,True
46,YDL156W,core,True,True,True,True,True
46,YDR097C,core,True,True,True,True,True
46,YDR295C,inner,True,True,True,True,True
46,YDR499W,core,True,True,True,True,True
46,YHR164C,core,True,True,True,True,True
46,YIR002C,core,True,True,True,True,True
46,YJL173C,core,True,True,True,True,True
46,YML032C,core,True,True,True,True,True
46,YMR234W,inner,True,True,True,True,True
46,YNL021W,inner,True,True,True,True,True
46,YNL312W,core,True,True,True,True,True
46,YOL090W,core,True,True,True,True,True
46,YOR323C,inner,True,True,True,True,True
46,YPR065W,inner,True,True,True,True,True
46,YPR179C,inner,True,True,True,True,True
47,YDR081C,inner,False,True,True,True,True
47,YDR397C,inner,False,True,True,True,True
48,YBL002W,inner,False,True,True,True,True
48,YBL003C,inner,False,True,True,True,True
49,YBL099W,inner,True,True,True,True,True
49,YDL002C,core,True,True,True,True,True
49,YDL192W,inner,True,True,True,True,True
49,YDR190C,core,True,True,True,True,True
49,YER092W,core,True,True,True,True,True
49,YFL013C,core,True,True,True,True,True
49,YFL039C,core,True,True,True,True,True
49,YGL150C,core,True,True,True,True,True
49,YJL081C,inner,True,True,True,True,True
49,YLR052W,core,True,True,True,True,True
49,YLR454W,inner,True,True,True,True,True
49,YMR185W,inner,True,True,True,True,True
49,YNL059C,core,True,True,True,True,True
49,YNL107W,inner,True,True,True,True,True
49,YOR141C,core,True,True,True,True,True
49,YPL053C,inner,True,True,True,True,True
49,YPL235W,core,True,True,True,True,True
50,YAL013W,core,True,True,True,True,True
50,YBR095C,core,True,True,True,True,True
50,YCR084C,core,True,True,True,True,True
50,YDL076C,core,True,True,True,True,True
50,YDR207C,core,True,True,True,True,True
50,YEL018W,inner,True,True,True,True,True
50,YIL084C,core,True,True,True,True,True
50,YIL101C,inner,True,True,True,True,True
50,YKL072W,inner,True,True,True,True,True
50,YLR103C,inner,True,True,True,True,True
50,YMR075W,core,True,True,True,True,True
50,YMR263W,core,True,True,True,True,True
50,YNL097C,core,True,True,True,True,True
50,YNL330C,core,True,True,True,True,True
50,YOL004W,core,True,True,True,True,True
50,YPL139C,core,True,True,True,True,True
50,YPL181W,core,True,True,True,True,True
50,YPR023C,core,True,True,True,True,True
51,YBL007C,core,True,True,True,True,True
51,YBL027W,inner,True,True,True,True,True
51,YBL047C,inner,True,True,True,True,True
51,YDL191W,inner,True,True,True,True,True
51,YDR348C,inner,True,True,True,True,True
51,YFR024C,core,True,True,True,True,True
